Entity1	Entity2	Strength
婴儿配方奶粉	亚油酸	1
婴儿配方奶粉	亚麻酸	2
婴儿配方奶粉	油酸	3
铁观音	铅	2
精制雪菜	防腐剂	3
老干姜	噻虫胺	1
麻花	糖精钠	1
小农芒	吡唑醚菌酯	1
榨菜	亚硝酸盐	1
榨菜	硝酸盐	1
马鲛鱼干	苯甲酸	1
乌饭麻糍	脱氢乙酸	2
爆浆陈皮软糖	糖精钠	2
乌饭麻糍	山梨酸	1
红豆干	铝	2
大青菜	毒死蜱	1
鲜活 皮皮虾	镉	1
花鲢	恩诺沙星	1
花鲢	环丙沙星	1
温州米醋	总酸	1
美蕊六合菜榨菜芯	糖精钠	2
盐水鸡	山梨酸	1
安记幼嫩紫菜	铅	1
干黄花菜	铅	1
白桃乌龙果味茶饮料	茶多酚	1
沙拉酱	乙二胺四乙酸二钠	1
辣椒	吡唑醚菌酯	1
海鲈鱼	氯霉素	1
儿童肉松	铅	3
大白菜	甲拌磷	1
左旋肉碱虾青素复合营养素 运动营养食品 耐力类	泛酸	1
凉拌蕨菜	二氧化硫	1
盛世家庭饮用纯净水	铜	1
带鱼	氯霉素	2
桔子	苯醚甲环唑	2
裙带菜	铅	3
左旋肉碱虾青素复合营养素 运动营养食品 耐力类	叶酸	1
臻选猪肉松	铅	1
燕麦麸皮粉	霉菌	1
凉拌黄花菜	二氧化硫	1
紫衣腰果	霉菌	1
左旋肉碱虾青素复合营养素 运动营养食品 耐力类	烟酸	1
豇豆	毒死蜱	1
左旋肉碱虾青素复合营养素 运动营养食品 耐力类	生物素	1
左旋肉碱虾青素复合营养素 运动营养食品 耐力类	牛磺酸	1
鲳鱼	氯霉素	2
黑芝麻坚果代餐粥	霉菌	1
白桃乌龙果味茶饮料	咖啡因	1
焦糖脆	霉菌	1
左旋肉碱虾青素复合营养素 运动营养食品 耐力类	左旋肉碱	1
猪肉松	铅	1
双萃柠檬茶	茶多酚	1
鱿鱼仔	镉	1
农夫山泉柚子绿茶	咖啡因	1
青椒	克百威	2
嘎啦果	敌敌畏	1
精品洛川苹果	敌敌畏	1
五仁火腿	苯甲酸	1
荷叶烙饼	脱氢乙酸	1
枸杞蜂蜜	霉菌	1
焦糖味香瓜子	甜蜜素	2
干燥裙带菜	铅	2
绿茶	铅	1
鸡肉	替米考星	3
洋姜	噻虫胺	1
洋姜	噻虫嗪	1
备得福可口萝卜条	阿斯巴甜	1
料酒	苯甲酸	2
肥羊粉	山梨酸	1
肥羊粉	铝	1
白玉蒜	苯甲酸	1
酱菜	防腐剂	1
山药葛根玉米粉	霉菌	1
甜脯萝卜条	苯甲酸	1
山药南瓜玉米粥	霉菌	1
虎皮凤爪	单核细胞增生李斯特氏菌	1
带鱼	挥发性盐基氮	1
油豆腐	铝	1
小麦淀粉	霉菌	3
酿造食醋	总酸	1
甜蒜	二氧化硫	1
核桃黑芝麻糊	霉菌	1
包装饮用纯净水	铜	1
农夫山泉饮用天然水	三氯甲烷	1
灵之溪黄茶	铅	1
白馒头	苯甲酸	1
虎皮凤爪	金黄色葡萄球菌	1
贵州米粉	脱氢乙酸	1
特香蛋糕	苯甲酸	1
兰州百合干	二氧化硫	1
腌榨菜头	亚硝酸盐	1
腌榨菜头	硝酸盐	1
老婆梅	日落黄	1
海盐瓜子	霉菌	1
虎皮凤爪	沙门氏菌	1
溪黄草	铅	1
成品打糕块	霉菌	1
黄豆酱油	全氮	1
珍珠梅	霉菌	1
甲鱼	孔雀石绿	1
黑鱼片	恩诺沙星	1
牛蛙	五氯酚酸钠	5
情人梅	胭脂红	1
猪头肉	沙门氏菌	1
黑鱼片	磺胺类	1
菜籽油	苯并芘	1
蜜桔	丙溴磷	2
酱爆扇贝	苯甲酸	1
蜂王浆冻干粉	10-羟基-2-癸烯酸	2
即食燕麦麸	霉菌	1
白糖发糕	脱氢乙酸	1
紫薯粉条	铝	1
地窖酸甜小黄瓜	甜蜜素	1
醉鱼	无机砷	1
木瓜酱菜	防腐剂	1
毛毛菜	甲拌磷	1
香老太红油腐乳	山梨酸	1
国产香蕉	噻虫嗪	2
金钱山楂片	胭脂红	1
雪花山楂片	山梨酸	1
雪花山楂片	苯甲酸	1
金钱山楂片	苯甲酸	1
金钱山楂片	山梨酸	1
山药玉米糊	霉菌	1
大圆饼	糖精钠	1
洋饼干	糖精钠	1
雪花山楂片	胭脂红	1
线椒	氟	3
火锅豆皮	苯甲酸	1
梅干脆薄饼干	山梨酸	3
大白菜	克百威	1
小青瓜	糖精钠	3
小青菜	镉	1
火锅豆皮	脱氢乙酸	1
玛瑞幼儿配方奶粉	低聚果糖	1
山核桃糕	霉菌	1
火锅豆皮	山梨酸	1
香酥饼	防腐剂	4
莲子	铅	3
玉皇源天然泉水	铜	1
小尖椒	甲氨基阿维菌素苯甲酸盐	2
小尖椒	苯甲酸	2
小尖椒	阿维菌素	2
土豆	毒死蜱	1
康师傅 茉莉柚茶	咖啡因	1
娃娃菜	苯甲酸	3
糯米烧	甜蜜素	2
椰奶餐包	脱氢乙酸	1
长白山白蜜	甲硝唑	1
即食鱿鱼仔	苯甲酸	3
农家朝天椒	防腐剂	1
娃娃菜	防腐剂	1
笋干	苯甲酸	1
油炒萝卜	阿斯巴甜	1
康师傅 冰绿茶	咖啡因	3
康师傅 劲凉冰红茶	咖啡因	3
美味菜丝	阿斯巴甜	1
铁棍山药粉	能量	1
放养鸡	尼卡巴嗪	1
冰火森林蜂蜜荔枝果酒	山梨酸	1
甜脯萝卜条	防腐剂	1
染色草莓罐头	日落黄	1
初生土鸡蛋	氟	1
芹菜	氟	7
芹菜	阿维菌素	1
芹菜	敌敌畏	1
泰式柠檬茶	日落黄	1
板鸭	山梨酸	2
厚烧海带结	苯甲酸	1
天山乌梅	柠檬黄	1
泰式凉凉柠檬茶	日落黄	1
宴会酱油	全氮	1
美味烤鱼片	N-二甲基亚硝胺	3
天山乌梅	胭脂红	1
水晶虾片	铝	1
婉偶·坚果藕粉	霉菌	3
海盐瓜子	甜蜜素	2
广东菜心	氟	1
桃酥	铝	1
山核桃酥	霉菌	1
冻米糖	铝	1
古法瓜子	甜蜜素	3
红豆薏米杏仁粉	霉菌	1
东方树叶绿茶原味茶饮料	茶多酚	5
东方树叶绿茶原味茶饮料	咖啡因	3
东方树叶玄米茶复合茶饮料	茶多酚	2
东方树叶青柑普洱复合茶饮料	咖啡因	1
东方树叶茉莉花茶原味茶饮料	咖啡因	4
火腿肠馒头	山梨酸	1
黄喉	呋喃西林代谢物	1
东方树叶红茶原味茶饮料	茶多酚	5
葛根木瓜魔芋粉	霉菌	1
东方树叶红茶原味茶饮料	咖啡因	3
红糖馒头	山梨酸	1
东方树叶青柑普洱复合茶饮料	茶多酚	1
东方树叶玄米茶复合茶饮料	咖啡因	2
泡沫蟹	镉	1
东方树叶茉莉花茶原味茶饮料	茶多酚	5
茶π果味茶饮料  柚子绿茶	茶多酚	4
康师傅 冰绿茶	茶多酚	2
康师傅茉莉蜜茶	咖啡因	2
茶π果味茶饮料 柠檬红茶	茶多酚	1
茶π果味茶饮料西柚茉莉花茶	咖啡因	2
腌蒜头	糖精钠	2
水果酸奶燕麦	霉菌	1
茶π果味茶饮料 西柚茉莉花茶	咖啡因	2
茶π果味茶饮料  柚子绿茶	咖啡因	3
康师傅茉莉柚茶	茶多酚	1
茶π果味茶饮料 柠檬红茶	咖啡因	1
茶π果味茶饮料 蜜桃乌龙茶	咖啡因	2
茶π果味茶饮料 蜜桃乌龙茶	茶多酚	2
康师傅 冰红茶	茶多酚	2
腌蒜头	甜蜜素	1
集中消毒餐具	阴离子合成洗涤剂	1
无花果	霉菌	1
雪域藏宝	西地那非	1
康师傅茉莉蜜茶	茶多酚	2
奶茶	咖啡因	1
康师傅 冰红茶	咖啡因	2
桂花坚果藕粉羹	霉菌	1
茶π果味茶饮料蜜桃乌龙茶	茶多酚	1
茶π果味茶饮料西柚茉莉花茶	茶多酚	1
L北极源泡菜	防腐剂	1
康师傅 劲凉冰红茶	茶多酚	2
康师傅茉莉清茶	咖啡因	2
汴梁佬张记 张记麻花	糖精钠	1
L北极源泡菜	二氧化硫	1
康师傅茉莉清茶	茶多酚	2
康师傅茉莉柚茶	咖啡因	1
茶π果味茶饮料 西柚茉莉花茶	茶多酚	2
皮蛋海蜇	铝	1
宁夏枸杞	二氧化硫	4
枸杞	氟	2
宁夏枸杞	氟	1
馅饼	防腐剂	2
卤猪头肉	胭脂红	1
即食海蜇皮	铝	5
长豆	灭蝇胺	2
金秋砂糖橘	苯醚甲环唑	1
宁夏枸杞	啶虫脒	2
康师傅冰红茶	咖啡因	2
嘉华仁面	防腐剂	1
嘉华仁面	山梨酸	1
一级牛蛙	恩诺沙星	1
一级牛蛙	环丙沙星	1
糠头糯米酒	甜蜜素	1
存誉堂枸杞子	啶虫脒	1
红柳沟中宁枸杞	二氧化硫	1
启玉中宁枸杞	啶虫脒	1
荞麦冷面	脱氢乙酸	1
杞天下宁夏枸杞	二氧化硫	2
肥牛卷	胭脂红	1
杞天下枸杞	二氧化硫	1
荞麦冷面	山梨酸	1
味精	谷氨酸钠	1
红枸杞	啶虫脒	1
一品鲜	氨基酸态氮	1
肉皮冻	铬	1
脆瓜片	铅	1
太阳鱼	恩诺沙星	1
太阳鱼	环丙沙星	1
奶油味话梅	糖精钠	1
糯米酒	邻苯二甲酸二丁酯	2
台式话梅	糖精钠	2
御江堂铁观音	铅	1
一品鲜	山梨酸	1
唯漫雪花杏肉	甜蜜素	1
甜馒头	山梨酸	1
长豆角	克百威	1
康师傅青梅绿茶	咖啡因	1
康师傅青梅绿茶	茶多酚	1
茶π果味茶饮料  柠檬红茶	茶多酚	1
茶π果味茶饮料 玫瑰荔枝红茶	咖啡因	1
永辉优选馋大狮山核桃味瓜子	甜蜜素	1
康师傅 冰橘绿茶	咖啡因	1
宽面	脱氢乙酸	3
带衣核桃仁	霉菌	1
康师傅冰红茶	茶多酚	2
绿葡萄干	霉菌	6
茶π果味茶饮料 玫瑰荔枝红茶	茶多酚	1
康师傅 冰橘绿茶	茶多酚	1
茶π果味茶饮料  柠檬红茶	咖啡因	2
鸡蛋干	山梨酸	1
香辣瓜片	甜蜜素	1
野生藍莓	亮蓝	1
精制脆瓜	甜蜜素	1
五仁酱丁	甜蜜素	2
番薯烧酒	氰化物	1
野生藍莓	苋菜红	1
香约咖啡	霉菌	1
四季豆	吡虫啉	1
香辣瓜片	糖精钠	1
台湾牛奶蜜枣	氟	1
精致高粱王	甜蜜素	1
蓝莓味李果	苋菜红	1
米酒	甜蜜素	4
条状年糕	脱氢乙酸	2
蓝莓味李果	亮蓝	1
盐津桃肉	防腐剂	1
晟仁牌铁锌钙氨基酸口服液	山梨酸	1
高膳食纤维碳酸茶饮料	茶多酚	1
切片年糕	纳他霉素	1
手剥巴旦木	霉菌	1
山核桃	二氧化硫	1
婴幼儿鳕鱼球	锌	1
酸奶果粒谷物麦片	霉菌	1
土鸡蛋	地美硝唑	2
红高粱	甜蜜素	2
稻谷烧	氰化物	2
小黄鳝	恩诺沙星	2
小黄鳝	甲氧苄啶	2
鳝鱼	甲氧苄啶	1
白糖桔饼	二氧化硫	1
焦糖味香瓜子	霉菌	1
鳝鱼	恩诺沙星	1
鳝鱼	环丙沙星	5
豇豆	灭多威	1
红茶	克百威	3
大米酒	甜蜜素	1
红茶	多菌灵	1
青豆芽	6-苄基腺嘌呤	2
红茶	甲氰菊酯	1
长豆角	啶虫脒	1
红茶	水胺硫磷	1
红茶	灭多威	2
红茶	氰戊菊酯	1
五粮特曲	甜蜜素	2
鲜牛肉	氯霉素	1
精品砂糖桔	丙溴磷	1
30%混合果蔬汁饮料	霉菌	1
野生荞麦酒	甲醇	1
黄桃干	霉菌	1
乌鸡	金刚烷胺	3
红果	山梨酸	1
高粱酒	总酸	13
本地高粱二锅头	甜蜜素	1
高粱酒	总酯	9
鸭蛋	氯霉素	2
农家里手工肠	氯霉素	1
相思梅	胭脂红	1
小米酒	甜蜜素	1
蔬菜	灭蝇胺	1
调味料酒	甜蜜素	1
稻谷烧	甜蜜素	1
草莓	戊菌唑	1
荞麦面包	甜蜜素	1
米烧	总酸	2
沙糖橘	苯醚甲环唑	1
高粱酒	铅	2
青稞酒	铅	1
库尔勒香梨	氟	1
鲜鸡	尼卡巴嗪	2
正泉纯净水	三氯甲烷	1
咸味花生米	铅	1
全麦面粉	脱氧雪腐镰刀菌烯醇	1
凉拌丛林菇	苯甲酸	1
糯米酒	甜蜜素	1
马剑馒头	甜蜜素	2
大麦烧	总酯	1
西湖味精	谷氨酸钠	2
小吃佬爽口脆瓜	阿斯巴甜	1
家香味菜籽油	铅	1
柿饼	脱氢乙酸	15
粉皮	山梨酸	2
粉丝	山梨酸	1
友盛元牛肉味肉粉松	防腐剂	1
豆面2	铝	3
豆腐干	铅	1
籼米	镉	4
盐水鸡	脱氢乙酸	1
墨鱼	镉	3
清香橄榄	柠檬黄	1
大豆油	特丁基对苯二酚	1
鲜百合	镉	1
湖南椒	克百威	1
白糖金桔	胭脂红	1
豆酥糖	霉菌	5
长豆	啶虫脒	1
老坛酸菜笋	糖精钠	1
甘草山楂	霉菌	1
香菇风味挂面	铅	1
河鳗	五氯酚酸钠	1
鸭肉	氟	1
竹香鸡	尼卡巴嗪	2
益林酱油	氨基酸态氮	1
芹菜	乙酰甲胺磷	1
芹菜	甲胺磷	1
带豆	倍硫磷	2
矿泉水	锑	2
鲜洁老抽酱油	氨基酸态氮	1
海水虾	恩诺沙星	2
海水虾	环丙沙星	2
海水虾	呋喃唑酮	1
大米烧	甜蜜素	2
酱油	氨基酸态氮	1
鲜洁老抽酱油	全氮	1
五谷猴菇米浆	霉菌	1
猪皮	苯甲酸	1
进口蕉	吡虫啉	1
扳不倒-木草精萃果	铝	2
腐竹	铝	1
Q弹鱼丸	镉	1
扳不倒-木草精萃果	铅	1
宁波黄鱼	恩诺沙星	2
宁波黄鱼	环丙沙星	2
贡梨	毒死蜱	1
川鼎汇菠菜	镉	1
淡水鱼	地西泮	1
爆浆陈皮糖	糖精钠	1
泥鳅	孔雀石绿	4
年糕	丙酸	1
镇江香醋	总酸	1
烈啤1号珐酷原浆烈啤	警示语标注	1
青线椒	啶虫脒	1
韩国泡菜	食盐	1
牛奶曲奇糕点	柠檬黄	1
老爸豆腐干	铅	2
白糖棒冰	甜蜜素	1
茶饮料【绿沥冰红茶】	茶多酚	1
清江鱼	恩诺沙星	2
清江鱼	环丙沙星	1
酱豆腐干	苯甲酸	1
手撕面包	糖精钠	1
丝瓜	甲氨基阿维菌素苯甲酸盐	1
丝瓜	苯甲酸	1
丝瓜	阿维菌素	1
红米	镉	5
炒米	二氧化硫	2
珍珠干	山梨酸	1
姑嫂饼	霉菌	1
豆沙包	甜蜜素	8
蒸板栗糕	防腐剂	1
橙汁	安赛蜜	1
巧克力慕司	霉菌	1
西溪山泉饮用纯净水	铜	1
小红豆	铅	1
猪油渣	铬	1
馒头	脱氢乙酸	5
菜籽油	特丁基对苯二酚	1
无添蔗糖黑米糕	霉菌	1
红糖发糕	甜蜜素	2
玉米粉糕	柠檬黄	1
腌辣椒	苯甲酸	1
江虾	呋喃西林代谢物	1
桐梓包	糖精钠	1
土猪肉包	脱氢乙酸	1
干黄花菜	二氧化硫	2
煎豆腐	苯甲酸	2
东海海嫂虾米	亚硫酸盐	1
杨场酱菜	苯甲酸	1
大根条	糖精钠	1
名豪·黑麻酥糖	霉菌	1
软式切片面包	脱氢乙酸	1
芝麻片	亮蓝	1
腌制泥螺	甜蜜素	1
酱豆角	防腐剂	1
大馒头	糖精钠	1
鑫汇食品系列	脱氢乙酸	1
五香味香瓜子	霉菌	2
鲶鱼	孔雀石绿	1
绿豆冰糕原味礼盒	霉菌	1
芥片菜	苯甲酸	1
炭烤墨鱼条	N-二甲基亚硝胺	1
绿谷香米	镉	1
高山泉	铜	1
新四方饮用纯净水	铜	1
鱼生	苯甲酸	2
粉丝	铝	1
牛排	挥发性盐基氮	1
酵素乌梅	胭脂红	1
酱子瓜	苯甲酸	1
黑芝麻油	乙基麦芽酚	1
大麻饼等糕饼	铝	1
豐源德千层饼	日落黄	1
卤汁花生	乙二胺四乙酸二钠	1
拔丝蛋糕	脱氢乙酸	1
黑加仑	亮蓝	1
槐花蜜	氯霉素	1
中黄鱼	恩诺沙星	1
中黄鱼	环丙沙星	1
玉米馒头	安赛蜜	1
黄金肉松小餐包	防腐剂	1
黄瓜汁	安赛蜜	1
河蟹	呋喃西林代谢物	2
圣女果	二氧化硫	1
软式切片面包	防腐剂	1
矿泉水	溴酸盐	1
苔麻片	铝	1
猪后腿肉	氟	1
青饼	甜蜜素	1
黄鱼	磺胺类	1
红油泡椒	苯甲酸	1
香辣鳗丝	苯甲酸	2
铁板鱿鱼条	苯甲酸	1
对虾	恩诺沙星	1
对虾	环丙沙星	1
黄鱼	甲硝唑	6
芒果雪梨汁	安赛蜜	1
盐卤豆腐干	苯甲酸	1
果肉牛皮糖	糖精钠	1
竹带康生饮用天然水	铜	1
豪皇黑椒牛仔骨	莱克多巴胺	1
烧烤猪耳	山梨酸	1
散装自采梭子蟹	镉	1
阿芳內酯豆腐	脱氢乙酸	1
洋槐蜂蜜	氯霉素	1
高粱	甜蜜素	1
鱼皮花生	胭脂红	4
小米辣	防腐剂	1
蝤蠓	镉	1
散装基地深海小黄鱼	恩诺沙星	1
散装基地深海小黄鱼	环丙沙星	1
实心包	甜蜜素	1
群英荟萃	苯甲酸	1
海王牌逸韵软胶囊	总汞	1
苔菜千层饼	铝	1
腌萝卜	二氧化硫	1
南瓜馒头	环已基氨基磺酸钠	2
蔗糖风味糖浆	环己基氨基磺酸钠	1
蔗糖风味糖浆	甜蜜素	1
千岛湖山泉水	铜	1
腌生姜	甜蜜素	1
洋生姜	苯甲酸	1
红枣莲子西湖藕粉	霉菌	4
乌镇红封缸老酒	β-苯乙醇	1
营养鸡精	呈味核苷酸二钠	1
营养鸡精	核苷酸	1
土鸡精调味料	呈味核苷酸二钠	1
土鸡精调味料	核苷酸	1
牛后腿肉	克仑特罗	1
包菜	苯甲酸	2
小小餐包	防腐剂	1
乌鸡肉	氟	1
苏式话梅	乙二胺四乙酸二钠	1
采森堂牌胖大海枇杷糖含片	总黄酮	1
三明治面包	柠檬黄	1
大黄鱼	氯霉素	1
宏达内酯豆腐	山梨酸	1
巨峰葡萄	己唑醇	1
烹饪料酒	脱氢乙酸	1
花式蛋糕	霉菌	1
斑竹清泉	铜	1
果粒面包	脱氢乙酸	1
山楂脯	防腐剂	1
东北坊小米酒	纽甜	1
红豆汉堡	脱氢乙酸	1
扁鱼	环丙沙星	2
凉桑牌胖大海糖	总黄酮	1
章鱼干	二氧化硫	1
胎菊	二氧化硫	1
鳜鱼	呋喃西林代谢物	1
果粒面包	纳他霉素	1
花馒头	乙酰磺胺酸钾	2
花馒头	安赛蜜	2
腌腊肉	胭脂红	1
半边梅	环己基氨基磺酸钠	1
半边梅	甜蜜素	1
卤鸡排	山梨酸	1
红薯粉条	柠檬黄	1
L美味肠散装	胭脂红	1
红枣蛋糕	防腐剂	1
其他饮料）	苋菜红	1
乌骨鸡	磺胺类	4
抖抖王棒棒糖	环己基氨基磺酸钠	1
抖抖王棒棒糖	甜蜜素	1
奶油味南瓜子	霉菌	1
韭菜	甲拌磷	1
虾米	N-二甲基亚硝胺	3
半片开心果仁	霉菌	1
猪肝	呋喃唑酮	2
新市米醋	环己基氨基磺酸钠	1
新市米醋	甜蜜素	1
糟烧酒	纽甜	1
糖藕	商业无菌	1
散装鲜荔枝	多菌灵	1
广式凤梨味月饼	防腐剂	1
乔蒜	糖精钠	1
朵朵脆	霉菌	1
老抽王（其他液体调味料	苯甲酸	1
豆角	灭蝇胺	1
白馒头	乙酰磺胺酸钾	1
白馒头	安赛蜜	1
清香菜籽油	乙基麦芽酚	1
白豆腐干	苯甲酸	7
陈年老酒	糖精钠	1
成丰年糕	脱氢乙酸	2
酱黄瓜	亚硝酸盐	1
酱黄瓜	硝酸盐	1
蒜头	苯甲酸	1
盐渍海蜇	山梨酸	1
月潭牌红枣桂圆藕粉羹	霉菌	1
嫩姜芽	纽甜	1
花雕酒料酒	甜蜜素	1
蜂蜜小面包	糖精钠	1
黑麻满口香	霉菌	1
酱小米辣	苯甲酸	1
奶香包	脱氢乙酸	2
长白山山花蜜	氯霉素	1
豆腐	双乙酸钠	3
奶酪吐司面包	糖精钠	1
酿造酱油	氨基酸态氮	1
整尾鱿鱼	镉	1
公主排面包	霉菌	1
酥性饼干用小麦粉	脱氧雪腐镰刀菌烯醇	1
黑珍珠杏脯	霉菌	2
冷冻珍宝鸡翅尖	呋喃西林代谢物	1
鸡精	呈味核苷酸二钠	1
鸡精	核苷酸	1
方块蛋糕	霉菌	1
清水金针菇	苯甲酸	1
拉面	脱氢乙酸	2
杨貔貅无骨鸡爪	山梨酸	1
肉松三片皇	防腐剂	1
乳菌蒸蛋糕	苯甲酸	1
蛋皮肉松	沙门氏菌	1
冬蜜	氯霉素	1
紫薯糯米糕	苋菜红	1
桃子	百菌清	1
新塍月饼	纳他霉素	1
高鳌山纯净水	铜	1
一级白糖	还原糖	1
宽面3	脱氢乙酸	1
嘣嘣脆即食海蜇头	山梨酸	1
五粮酒	糖精钠	1
海白菜	防腐剂	2
神龙山饮用纯净水	铜	2
琪琅山饮用天然山泉水	铜	1
华湘号精制雪菜	防腐剂	1
核桃仁	霉菌	1
黑鱼	甲氧苄氨嘧啶	2
酸豇豆	防腐剂	1
西柚白茶饮料	茶多酚	1
扁食皮	苯甲酸	1
长腌菜	二氧化硫	1
酱汁牛肉味多味花生	胭脂红	1
扎蹄	山梨酸	1
红油笋丝	苯甲酸	2
鹌鹑蛋	环丙沙星	1
纯奶拉丝吐司	丙二醇	1
豆腐皮	脱氢乙酸	1
八年花雕	氨基酸态氮	1
伯治酸菜	二氧化硫	2
恩惠酸菜	二氧化硫	2
杨梅干	甜蜜素	1
千岛湖草鸡	尼卡巴嗪	1
唐氏年糕	脱氢乙酸	2
盒豆芽	6-苄基腺嘌呤	1
金华酥饼	糖精钠	1
干姬松茸	二氧化硫	1
土鸡蛋	环丙沙星	1
莫干山澄之源饮用天然水	铜	1
松花糕	霉菌	1
烧果	日落黄	1
圆	甜蜜素	1
二锅头	甜蜜素	1
高粱糯谷白酒	甜蜜素	1
豆干	铝	1
黄山鱼	恩诺沙星	1
毛毛虫面包	脱氢乙酸	2
自制小麦粉制品	铝	1
肥牛卷	莱克多巴胺	2
天池米	镉	1
包子	铝	1
虎皮鸡爪	防腐剂	3
香酥鸭腿	氯霉素	1
刀切馒头	甜蜜素	8
泡椒臭干子	甜蜜素	1
冰雪恋人蛋糕	防腐剂	1
猕猴桃片	乙二胺四乙酸二钠	1
回春花牌减肥茶	茶多酚	1
鲜活河虾	呋喃西林代谢物	2
家用小麦粉	脱氧雪腐镰刀菌烯醇	1
奶茶	氟	3
蕴康鲜鸭蛋	恩诺沙星	1
生命缘1号饮用天然水	溴酸盐	1
臻至源饮用天然水	铜	2
脆笋雪菜	防腐剂	1
大头鱼	恩诺沙星	1
大头鱼	环丙沙星	1
腌紫姜	苯甲酸	1
美极海蜇	铝	1
蛋黄派	防腐剂	2
精品黄鱼	氟	1
内酯豆腐	山梨酸	2
小年糕	脱氢乙酸	2
万佳福老式面包	防腐剂	1
煮玉米	甜蜜素	1
特色泡凤爪	山梨酸	1
日本脆瓜	苯甲酸	1
国春堂牌盛仁胶囊	西地那非	2
纯糟烧酒	纽甜	1
椒盐香糕	霉菌	1
巧克力蛋糕杯	霉菌	1
鲤鲫鱼	孔雀石绿	1
山椒藕片	二氧化硫	1
山荞麦烧	环己基氨基磺酸钠	2
山荞麦烧	甜蜜素	2
花雕酒料酒	苯甲酸	1
鲫鱼	五氯酚酸钠	1
泡椒凤爪	防腐剂	1
大黄豆芽	6-苄基腺嘌呤	1
黄瓜	克百威	1
葱姜料酒	山梨酸	1
铜铃山酒	环己基氨基磺酸钠	1
铜铃山酒	甜蜜素	1
红油泡菜	防腐剂	1
凉拌海蜇丝	铝	1
长条曲奇	日落黄	1
劲爆条条香	脱氢乙酸	2
纯芝麻糖	亮蓝	1
地瓜干	乙二胺四乙酸二钠	1
棠慕迷你黄油蛋糕	山梨酸	1
极品高粱王	甜蜜素	1
香酥鱼仔	镉	2
鳘鱼干	亚硫酸盐	1
原味刀切	铝	1
健和牌茗阳胶囊	格列本脲	1
下舍酥糖	霉菌	1
沙琪玛	糖精钠	1
三黄鸡	甲硝唑	1
娃娃泡菜	山梨酸	1
鹅蛋	恩诺沙星	1
鹅蛋	环丙沙星	1
芒果慕斯	霉菌	1
香酥黄花鱼	挥发性盐基氮	1
淳风经典原浆金刚刺酒	甜蜜素	1
黑麻酥糖	亮蓝	1
海苔鱼片	N-二甲基亚硝胺	1
三明治	防腐剂	2
萝卜条	苯甲酸	1
纯芝麻糖	苋菜红	1
泡椒	噻虫胺	1
荆芥	亚硝酸盐	1
荆芥	硝酸盐	1
3合1核桃粉	霉菌	1
椰岛®鹿龟酒	霉菌	1
冰糖杨梅	霉菌	2
乌骨鸡	恩诺沙星	1
青尖椒	噻虫胺	1
菠菜	镉	1
青尖椒	啶虫脒	2
河虾	呋喃唑酮	1
猪头肉	亚硝酸盐	1
猪头肉	硝酸盐	3
大蒜头	苯甲酸	3
卤牛肉	亚硝酸盐	1
卤牛肉	硝酸盐	1
素大刀肉	苯甲酸	1
纯牛奶	丙二醇	1
兰江味精	谷氨酸钠	1
糯谷烧	糖精钠	1
姜汁老梅肉	甜蜜素	1
大青椒	啶虫脒	1
长豆	甲氨基阿维菌素苯甲酸盐	2
长豆	苯甲酸	2
长豆	阿维菌素	2
五仁酱丁	苯甲酸	1
五仁酱丁	防腐剂	1
樱桃味李干	苋菜红	1
双鱼米醋酿造食醋	对羟基苯甲酸酯类及其钠盐	1
双鱼米醋酿造食醋	苯甲酸	1
糯米粉	脱氢乙酸	1
自制酱腌菜	苯甲酸	1
青蛙	恩诺沙星	2
散海带	铅	1
青皮椒	镉	1
金卜脯	糖精钠	1
腌蒜头	防腐剂	1
纯蛇粉	铅	1
黄花菜干	铅	2
白鹅	磺胺类	1
手剥笋	苯甲酸	4
沃柑	2,4-滴	1
乌酸梅	苋菜红	1
沃柑	氯唑磷	3
黄鹤楼精武酱板鸭	苯甲酸	1
调味面制食品	脱氢乙酸	11
牛腱 酱香	山梨酸	1
块肉 盐水	山梨酸	1
杭茄	镉	1
彩色虾片	铝	1
手指年糕	二氧化硫	2
笋丝豆干	脱氢乙酸	1
公鸡	恩诺沙星	2
酸奶布丁	糖精钠	1
湿米线	脱氢乙酸	1
云南沃柑	氯唑磷	1
笋丝豆干	苯甲酸	1
香辣芥菜丝	防腐剂	1
饮用天然水	电导率	1
洛舍香干	糖精钠	2
特浓可可麦芽乳饮料	糖精钠	1
瓶装饮用山泉水	亚硝酸盐	1
瓶装饮用山泉水	硝酸盐	1
新蔓越莓饼干	苯甲酸	1
黄年糕	苯甲酸	1
小白条	地西泮	2
葱香麻花	霉菌	1
小红椒	镉	1
红糖发糕	干燥失重	1
特浓可可麦芽乳饮料	三聚氰胺	1
特浓可可麦芽乳饮料	脱氢乙酸	1
红糖发糕	安赛蜜	1
露歌干红葡萄酒	甲醇	1
维生素C泡腾片	铅	1
迷你麦丽素	胭脂红	1
盐津陈条	糖精钠	1
辣椒	噻虫嗪	2
乾德祥百年手工油茶	霉菌	1
山花蜂蜜	氯霉素	1
珍珠李	糖精钠	1
青年糕	脱氢乙酸	1
酸奶梅	亮蓝	1
农夫话梅	糖精钠	1
盐津桃肉	山梨酸	1
老式蛋糕	防腐剂	1
盐津桃肉	苯甲酸	1
王氏年糕	脱氢乙酸	1
